ModuleId,ModuleCode,ModuleTitle,FheqLevel,ModuleSchoolCode,Optional,Compulsory,Core,StageFrom,ProgrammeId,SchoolId,ProgrammeCode,ProgrammeTitle,ProgrammeSchoolCode,ProgrammeSchoolName,FacultyId
111351,ACC2002,Managerial and Business Economics,5,D-NUBS,0,1,0,3,2597,279,G5N2,BSc Hons Information Systems w Mgt,D-COMP,Computing,6
111480,BUS1001,Introduction to Management and Organisation,4,D-NUBS,0,1,0,1,2597,279,G5N2,BSc Hons Information Systems w Mgt,D-COMP,Computing,6
111787,ECO1010,Mathematics for Economics,4,D-NUBS,0,1,0,1,2597,279,G5N2,BSc Hons Information Systems w Mgt,D-COMP,Computing,6
111788,ECO1017,Introductory  Economics,4,D-NUBS,0,1,0,2,2597,279,G5N2,BSc Hons Information Systems w Mgt,D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,3,2597,279,G5N2,BSc Hons Information Systems w Mgt,D-COMP,Computing,6
112886,BUS2000,Human Resource Management,5,D-NUBS,0,1,0,2,2597,279,G5N2,BSc Hons Information Systems w Mgt,D-COMP,Computing,6
111351,ACC2002,Managerial and Business Economics,5,D-NUBS,0,1,0,4,2600,279,G5NF,BSc Hons Info Systems w Mgt (Ind P),D-COMP,Computing,6
111480,BUS1001,Introduction to Management and Organisation,4,D-NUBS,0,1,0,1,2600,279,G5NF,BSc Hons Info Systems w Mgt (Ind P),D-COMP,Computing,6
111787,ECO1010,Mathematics for Economics,4,D-NUBS,0,1,0,1,2600,279,G5NF,BSc Hons Info Systems w Mgt (Ind P),D-COMP,Computing,6
111788,ECO1017,Introductory  Economics,4,D-NUBS,0,1,0,2,2600,279,G5NF,BSc Hons Info Systems w Mgt (Ind P),D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,4,2600,279,G5NF,BSc Hons Info Systems w Mgt (Ind P),D-COMP,Computing,6
112886,BUS2000,Human Resource Management,5,D-NUBS,0,1,0,2,2600,279,G5NF,BSc Hons Info Systems w Mgt (Ind P),D-COMP,Computing,6
111480,BUS1001,Introduction to Management and Organisation,4,D-NUBS,0,1,0,1,2596,279,G5N1,Bsc Hons Information Sys w Bus and Markt,D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,3,2596,279,G5N1,Bsc Hons Information Sys w Bus and Markt,D-COMP,Computing,6
112886,BUS2000,Human Resource Management,5,D-NUBS,0,1,0,2,2596,279,G5N1,Bsc Hons Information Sys w Bus and Markt,D-COMP,Computing,6
111480,BUS1001,Introduction to Management and Organisation,4,D-NUBS,0,1,0,1,2598,279,G5N4,BSc Hons Information System w Accounting,D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,3,2598,279,G5N4,BSc Hons Information System w Accounting,D-COMP,Computing,6
112874,ACC1000,Introduction to Non-Specialist Accounting and Finance,4,D-NUBS,0,1,0,1,2598,279,G5N4,BSc Hons Information System w Accounting,D-COMP,Computing,6
112877,ACC2000,Interpreting Company Accounts,5,D-NUBS,0,1,0,2,2598,279,G5N4,BSc Hons Information System w Accounting,D-COMP,Computing,6
112878,ACC3000,"Case Studies in Finance, Accounting and Business",6,D-NUBS,0,1,0,3,2598,279,G5N4,BSc Hons Information System w Accounting,D-COMP,Computing,6
112886,BUS2000,Human Resource Management,5,D-NUBS,0,1,0,2,2598,279,G5N4,BSc Hons Information System w Accounting,D-COMP,Computing,6
111480,BUS1001,Introduction to Management and Organisation,4,D-NUBS,0,1,0,1,2599,279,G5NC,BSc Hons Info Syst w Bus & Markt (Ind P),D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,4,2599,279,G5NC,BSc Hons Info Syst w Bus & Markt (Ind P),D-COMP,Computing,6
112886,BUS2000,Human Resource Management,5,D-NUBS,0,1,0,2,2599,279,G5NC,BSc Hons Info Syst w Bus & Markt (Ind P),D-COMP,Computing,6
111480,BUS1001,Introduction to Management and Organisation,4,D-NUBS,0,1,0,1,2601,279,G5NK,BSc Hons Inf System w Accounting (Ind P),D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,4,2601,279,G5NK,BSc Hons Inf System w Accounting (Ind P),D-COMP,Computing,6
112874,ACC1000,Introduction to Non-Specialist Accounting and Finance,4,D-NUBS,0,1,0,1,2601,279,G5NK,BSc Hons Inf System w Accounting (Ind P),D-COMP,Computing,6
112877,ACC2000,Interpreting Company Accounts,5,D-NUBS,0,1,0,2,2601,279,G5NK,BSc Hons Inf System w Accounting (Ind P),D-COMP,Computing,6
112878,ACC3000,"Case Studies in Finance, Accounting and Business",6,D-NUBS,0,1,0,4,2601,279,G5NK,BSc Hons Inf System w Accounting (Ind P),D-COMP,Computing,6
112886,BUS2000,Human Resource Management,5,D-NUBS,0,1,0,2,2601,279,G5NK,BSc Hons Inf System w Accounting (Ind P),D-COMP,Computing,6
111759,CSC8099,Project and Dissertation for MSc Computer Science,7,D-COMP,0,1,1,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115825,CSC8011,Introduction to Software Development,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115826,CSC8012,Software Development Techniques and Tools,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115827,CSC8013,Professional skills and Portfolio,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115828,CSC8014,Software Development Advanced Techniques,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115829,CSC8015,Cybersecurity,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115830,CSC8016,Advanced Programming,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115831,CSC8017,Database Systems,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115832,CSC8018,Web Technologies,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115833,CSC8019,Software Engineering and Team Project,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115834,CSC8021,Computer Networks,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
115835,CSC8022,Human Computer Interaction,7,D-COMP,0,1,0,1,911,279,5055F,MSc Computer Science (FT),D-COMP,Computing,6
111759,CSC8099,Project and Dissertation for MSc Computer Science,7,D-COMP,0,1,1,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115825,CSC8011,Introduction to Software Development,7,D-COMP,0,1,0,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115826,CSC8012,Software Development Techniques and Tools,7,D-COMP,0,1,0,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115827,CSC8013,Professional skills and Portfolio,7,D-COMP,0,1,0,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115828,CSC8014,Software Development Advanced Techniques,7,D-COMP,0,1,0,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115829,CSC8015,Cybersecurity,7,D-COMP,0,1,0,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115830,CSC8016,Advanced Programming,7,D-COMP,0,1,0,1,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115831,CSC8017,Database Systems,7,D-COMP,0,1,0,2,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115832,CSC8018,Web Technologies,7,D-COMP,0,1,0,2,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115833,CSC8019,Software Engineering and Team Project,7,D-COMP,0,1,0,2,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115834,CSC8021,Computer Networks,7,D-COMP,0,1,0,2,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
115835,CSC8022,Human Computer Interaction,7,D-COMP,0,1,0,2,912,279,5055P,MSc Computer Science (PT),D-COMP,Computing,6
111760,CSC8101,Engineering for AI,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
111762,CSC8103,Distributed Algorithms,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
111763,CSC8104,Enterprise Middleware,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
111767,CSC8199,Project and Dissertation for MSc Cloud Computing,7,D-COMP,0,1,1,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
111775,CSC8404,Advanced Programming in Java,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
113311,CSC8110,Cloud Computing,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
113802,CSC8111,Machine Learning,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
115525,CSC8113,Research Methods and Group Project in Cloud Computing,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
115538,CSC8112,Internet of Things,7,D-COMP,0,1,0,1,913,279,5056F,MSc Cloud Computing (FT),D-COMP,Computing,6
111760,CSC8101,Engineering for AI,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
111762,CSC8103,Distributed Algorithms,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
111763,CSC8104,Enterprise Middleware,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
111767,CSC8199,Project and Dissertation for MSc Cloud Computing,7,D-COMP,1,0,1,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
111775,CSC8404,Advanced Programming in Java,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
113311,CSC8110,Cloud Computing,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
113802,CSC8111,Machine Learning,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
115525,CSC8113,Research Methods and Group Project in Cloud Computing,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
115538,CSC8112,Internet of Things,7,D-COMP,1,0,0,1,914,279,5056P,MSc Cloud Computing (PT),D-COMP,Computing,6
111760,CSC8101,Engineering for AI,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111762,CSC8103,Distributed Algorithms,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111763,CSC8104,Enterprise Middleware,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111765,CSC8106,System Evaluation,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111769,CSC8202,Information Security and Cryptography,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111771,CSC8204,Secure Software Development,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111775,CSC8404,Advanced Programming in Java,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111778,CSC8499,Project and Dissertation for MSc in Advanced Computer Science,7,D-COMP,0,1,1,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
112899,CSC8406,Object-oriented programming,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
113311,CSC8110,Cloud Computing,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
113802,CSC8111,Machine Learning,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
115107,CSC8207,Security of Complex Systems,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
115380,CSC8701,Model-Based Systems Engineering,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
115525,CSC8113,Research Methods and Group Project in Cloud Computing,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
115527,CSC8208,Research Methods and Group Project in Security and Resilience,7,D-COMP,0,1,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
115538,CSC8112,Internet of Things,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
116366,CSC8636,Complex Data Visualization,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
117304,CSC8214,Systems Security,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
117306,CSC8216,Risk and Trust Management,7,D-COMP,1,0,0,1,1100,279,5178F,MSc Advanced Computer Science (FT),D-COMP,Computing,6
111760,CSC8101,Engineering for AI,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111762,CSC8103,Distributed Algorithms,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111763,CSC8104,Enterprise Middleware,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111765,CSC8106,System Evaluation,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111769,CSC8202,Information Security and Cryptography,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111771,CSC8204,Secure Software Development,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111775,CSC8404,Advanced Programming in Java,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111778,CSC8499,Project and Dissertation for MSc in Advanced Computer Science,7,D-COMP,1,0,1,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
112899,CSC8406,Object-oriented programming,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
113311,CSC8110,Cloud Computing,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
113802,CSC8111,Machine Learning,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
115107,CSC8207,Security of Complex Systems,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
115380,CSC8701,Model-Based Systems Engineering,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
115525,CSC8113,Research Methods and Group Project in Cloud Computing,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
115527,CSC8208,Research Methods and Group Project in Security and Resilience,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
115538,CSC8112,Internet of Things,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
116366,CSC8636,Complex Data Visualization,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
117304,CSC8214,Systems Security,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
117306,CSC8216,Risk and Trust Management,7,D-COMP,1,0,0,1,1101,279,5178P,MSc Advanced Computer Science (PT),D-COMP,Computing,6
111760,CSC8101,Engineering for AI,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
111762,CSC8103,Distributed Algorithms,7,D-COMP,0,1,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
111765,CSC8106,System Evaluation,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
111769,CSC8202,Information Security and Cryptography,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
111771,CSC8204,Secure Software Development,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
111777,CSC8498,Project and Dissertation for MCOMP,7,D-COMP,0,1,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
112501,NCL3007,Career Development for final year students,6,S-SASCS,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
113215,CSC3121,Distributed Systems,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
113311,CSC8110,Cloud Computing,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
113802,CSC8111,Machine Learning,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115107,CSC8207,Security of Complex Systems,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115527,CSC8208,Research Methods and Group Project in Security and Resilience,7,D-COMP,0,1,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115532,CSC1031,Fundamentals of Computing,4,D-COMP,0,1,0,1,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115534,CSC1032,Computer Systems Design and Architectures,4,D-COMP,0,1,0,1,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115535,CSC1033,Foundations of Data Science,4,D-COMP,0,1,0,1,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115536,CSC1034,Programming Portfolio 1,4,D-COMP,0,1,0,1,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115537,CSC1035,Programming Portfolio 2,4,D-COMP,0,1,0,1,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115538,CSC8112,Internet of Things,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115569,CSC2031,Security and Programming Paradigms,5,D-COMP,0,1,0,2,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115571,CSC2032,Algorithm Design and Analysis,5,D-COMP,0,1,0,2,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115572,CSC2033,Software Engineering Team Project,5,D-COMP,0,1,0,2,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115573,CSC2034,Introducing Contemporary Topics in Computing,5,D-COMP,0,1,0,2,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115574,CSC2035,Software Systems Design and Implementation,5,D-COMP,0,1,0,2,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115590,CSC3231,Graphics for Games,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115591,CSC3232,Gaming Technologies and Simulations,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115599,CSC3431,Introduction to BioDesign and Natural Computing,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115600,CSC3432,Biomedical Data Analytics and AI,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115601,CSC3631,Cryptography,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115602,CSC3632,System and Network Security,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115605,CSC3731,Human Computer Interaction: Interaction Design,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
115607,CSC3831,"Predictive Analytics, Computer Vision & AI",6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
116483,CSC3634,Fault Tolerant and Cyber-Physical Systems,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
116503,CSC3833,Data Visualization and Visual Analytics,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
116785,CSC3094,Major Project and Dissertation in Computer Science,6,D-COMP,0,1,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
117304,CSC8214,Systems Security,7,D-COMP,1,0,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
117306,CSC8216,Risk and Trust Management,7,D-COMP,0,1,0,4,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
117324,CSC3334,Science of Computing,6,D-COMP,1,0,0,3,2584,279,G405,MComp (Hons) Computer Science (FT),D-COMP,Computing,6
111760,CSC8101,Engineering for AI,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
111762,CSC8103,Distributed Algorithms,7,D-COMP,0,1,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
111765,CSC8106,System Evaluation,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
111769,CSC8202,Information Security and Cryptography,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
111771,CSC8204,Secure Software Development,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
111777,CSC8498,Project and Dissertation for MCOMP,7,D-COMP,0,1,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
113171,ICM0045,MCOMP Study Abroad,6,D-COMP,0,1,1,3,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
113311,CSC8110,Cloud Computing,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
113802,CSC8111,Machine Learning,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115107,CSC8207,Security of Complex Systems,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115527,CSC8208,Research Methods and Group Project in Security and Resilience,7,D-COMP,0,1,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115532,CSC1031,Fundamentals of Computing,4,D-COMP,0,1,0,1,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115534,CSC1032,Computer Systems Design and Architectures,4,D-COMP,0,1,0,1,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115535,CSC1033,Foundations of Data Science,4,D-COMP,0,1,0,1,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115536,CSC1034,Programming Portfolio 1,4,D-COMP,0,1,0,1,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115537,CSC1035,Programming Portfolio 2,4,D-COMP,0,1,0,1,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115538,CSC8112,Internet of Things,7,D-COMP,1,0,0,4,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115569,CSC2031,Security and Programming Paradigms,5,D-COMP,0,1,0,2,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115571,CSC2032,Algorithm Design and Analysis,5,D-COMP,0,1,0,2,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115572,CSC2033,Software Engineering Team Project,5,D-COMP,0,1,0,2,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
115573,CSC2034,Introducing Contemporary Topics in Computing,5,D-COMP,0,1,0,2,2585,279,G406,MComp (Hons) Comp Science (St Abrd) (FT),D-COMP,Computing,6
